comment,sentiment,source
"No, I don't believe it is safe. The push to get people to take an experimental drug with no history of being safe and effective is insanely stupid. It defies common sense and lacks any evidence of intelligence to fall for the scripted bullshit that's being played out. The vaccine is the pandemic not the virus. People are already dropping like flies.",negative,WHO
No. The people who got the shots a lot of them will probably die. When a corona virus come back around those people will get very sick and a lot will die.,negative,WHO
The animal tests they've done in the past killed the animals that had got the shots and then when exposed to corona virus naturally they got sick and died.,negative,WHO
Intelligent people are strive to protect from COVID-19 and get vaccines. Because vaccine can create a huge resistance for COVID-19 and reduce deaths.,positive,WHO
"Absolutely not. Considering the only mRNA testing that’s been done was on ferrets, and all died. Some quickly and some later on. ",negative,WHO
"Vaccine cannot be trusted for 100% safety, there is element of risk involved as any risk for life in the dangerious world with cases of accidents, severe diseases due to other causes, death due to tension, heart attack, cancer, of unknown cause or even human errors or manipulations.",negative,WHO
"No, since I do not get flu shots I will not get COVID-19 vaccination. Remarkably, I do not get sick and would like to keep that way!!",negative,WHO
"It is not some mysterious juice that Pharma companies want to inject in you, It has been thoroughly tested and approved by qualified people.",positive,WHO
No I am not convinced! My main concern is the findings and destruction of the Corona viruses. There is so little talk and research done about this aspect.,negative,WHO
"I say so far so good. The test went well, about 21,000 people got the Pfizer vaccine.",positive,WHO
"Not at all in such a corrupt evil world, NOT! Vaccines always contained malicious ingredients and ulterior motives! Must boycott al synthetic Rx and warn others! :",negative,WHO
"I will definitely trust a COVID-19 vaccine. And most likely will get one as soon as it is available here in Nepal. By the time it does become available here, most likely any delayed side effects will have begun to appear.",positive,WHO
Yes. No reason not to trust these vaccines. Companies performed the standard clinical process and released information throughout the programs.,positive,WHO
No. Not enough testing for me to feel safe. I have heart issues and keep reading about heart patients having heart attacks within the day or next day.,negative,WHO
"Yes it’s safe.  Side effects usually occur within the first few days of getting a vaccine. Since the first mass vaccination programme started in early December 2020, hundreds of millions of vaccine doses have been administered.",positive,WHO
"There have been concerns about COVID-19 vaccines making people sick with COVID-19. But none of the approved vaccines contains the live virus that causes COVID-19, which means that COVID-19 vaccines cannot make you sick with COVID-19.",positive,WHO
Yes totally convinced. at the end of the day it is just another flu virus we are fighting,positive,WHO
No vaccine is perfect. No COVID vaccine will be perfect.,negative,WHO
You cannot trust the Covid19 vaccine as the number of deaths from this vaccine are pretty significant. The number of people having severe symptoms from this vaccine are in quadruple digits.,negative,WHO
"I believe that the vaccine is far safer than the disease. The statistics on this are pretty clear. A bit more than 590,000 people in the US have died from COVID-19. A handful (way less than 100) have had allergic reactions to the vaccine, and have needed to be given an antihistamine after the shot to stop the allergic reaction. Would you rather take a large chance of being dead, or a small chance of needing to take an antihistamine? To me this is a pretty obvious choice.",positive,WHO
"No: I believe there is some risk in receiving a vaccine that has been rapidly developed, and tested. However I believe the risk of contracting Covid, and dying or getting permanent lung and or heart damage is much greater.",negative,WHO
"Yes, I am convinced that COVID vaccines are safe once they have been licensed.",positive,WHO
All the vaccines are safe. It equally depends on your existence medical conditions. Coming to the 3 vaccines available in India.,positive,WHO
"Yes. Because Polio vaccine is safe. Diphtheria vaccine is safe ( remember the Iditarod Alaska race?) MMR ( measles, mump, rubella ) vaccine is safe. Annual flu vaccine is safe. there are many safe vaccines proven over millions of not billions of doses and many years of use. Small pox vaccine is safe",positive,WHO
"I do believe in science. I believe in the scientists who have worked tirelessly, meticulously and methodically, from the design & developmental stage to clinical trials, to the regulatory reviews and distribution process. I have absolute faith in the cross fertilisation of scientific knowledge that became united globally, for this common goal.",positive,WHO
